Haplotype	5-mer	9-mer	11-mer	15-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
HG03683.mat	7658	7647	1628246	35689	66123	22997	1	SAS	1768359
HG03683.pat	2073370	10714	20562	5096	24119	25285	2	SAS	2159145
HG03710.mat	1401562	16836	1315116	104433	351160	81769	3	SAS	3270875
HG03710.pat	8509	21393	1084300	22943	47419	22142	1	SAS	1206705
HG03732.mat	12765	13758	1342357	58631	45386	19613	1	SAS	1492509
HG03732.pat	3889005	24504	282198	12741	55935	103036	2	SAS	4367418
HG03807.mat	2103880	26021	170067	0	38411	65425	2	SAS	2403803
HG03807.pat	4255	12228	1247050	33143	44371	26219	1	SAS	1367265
HG03927.mat	1702	18342	1273094	20387	31105	19783	1	SAS	1364412
HG03927.pat	22977	18351	1194690	25492	30596	33462	1	SAS	1325567
HG04036.mat	9360	21397	1093659	22943	41127	22142	1	SAS	1210627
HG04036.pat	5957	21395	800143	38240	29577	29254	1	SAS	924565
HG04217.mat	11063	10699	1173985	33142	41819	28070	1	SAS	1298777
HG04217.pat	1702	16814	256139	2550	13094	6598	1	SAS	296896
HG04228.mat	2550	3057	1317689	341596	205613	74356	3	SAS	1944860
HG04228.pat	1700	0	1386888	412980	178099	85004	3	SAS	2064670
NA12329.mat	1701	1531	1043051	50982	49469	20796	1	EUR	1167529
NA12329.pat	2551	0	919687	76481	49804	27751	1	EUR	1076273
NA18534.mat	13616	12230	1157205	35692	53204	25869	1	EAS	1297815
NA18534.pat	5957	12232	497298	30594	24817	26894	1	EAS	597791
NA18906.mat	15316	3059	2013494	40788	107420	29910	1	AFR	2209986
NA18906.pat	2550	3062	1235334	252342	203299	64667	3	AFR	1761253
NA18939.mat	5956	9174	803859	22942	36208	25873	1	EAS	904011
NA18939.pat	3402	3060	1194487	198886	123396	56472	3	EAS	1579702
NA18989.mat	5957	10699	996464	15294	31449	22323	1	EAS	1082185
NA18989.pat	6808	12230	1099226	43331	46068	30619	1	EAS	1238281
NA19036.pat	1702	7652	1493736	63731	14954	33700	1	AFR	1615474
NA19129.mat	2553	6124	437490	2550	27700	16237	1	AFR	492653
NA19129.pat	1702	22929	1016965	58642	28724	21315	1	AFR	1150276
NA19239.mat	1700	18348	474802	84154	9690	36975	3	AFR	625668
NA19317.mat	7659	4592	1268833	300808	145987	55623	3	AFR	1783501
NA19317.pat	5101	3061	1091865	214174	91609	67550	3	AFR	1473359
NA19331.mat	17007	7653	1615547	642417	198911	50811	3	AFR	2532345
NA19331.pat	8506	9180	1970052	423209	254218	31918	3	AFR	2697082
NA19347.mat	22941	4590	874955	91791	92451	53019	3	AFR	1139746
NA19347.pat	16156	22943	1270880	285526	163723	38680	3	AFR	1797907
NA19384.mat	5957	4589	1076824	48437	53036	21820	1	AFR	1210662
NA19384.pat	5957	0	1211461	7646	55751	29756	1	AFR	1310570
NA19434.mat	6804	19893	1925439	405174	348755	51185	3	AFR	2757249
NA19434.pat	1700	4591	1821020	40777	14280	73113	1	AFR	1955480
NA19650.mat	1702	15283	229959	2550	9525	6598	1	AMR	265616
NA19650.pat	7659	13758	200063	0	11904	6598	1	AMR	239981
NA19705.mat	7659	4592	1195907	318649	152269	58200	3	AFR	1737275
NA19705.pat	1701	1530	1933128	76429	58803	11375	1	AFR	2082965
NA19836.mat	15306	10709	1349006	211550	161379	64146	3	AFR	1812095
NA19983.mat	4255	3061	987133	7648	27018	23687	1	AFR	1052801
NA20355.mat	8502	13766	1586705	147880	88012	51155	3	AFR	1896019
NA20355.pat	851	6117	957228	38207	27364	30461	1	AFR	1060227
NA20509.mat	9359	21392	491668	17844	20897	22322	1	EUR	583481
NA20509.pat	17870	7641	1493757	38245	61352	20125	1	EUR	1638989
NA20847.mat	29783	18342	1261964	30593	39605	23507	1	SAS	1403793
NA20847.pat	5957	12223	1157194	33140	29407	15058	1	SAS	1252978
NA21309.pat	5956	1531	2190857	265006	545224	62611	3	AFR	3071184
