Haplotype	8-mer	10-mer	16-mer	22-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
HG00513.mat	32608	928703	97819	33630	111587	29863	2	EAS	1234209
HG00513.pat	58419	1492355	54349	7473	113020	37619	3	EAS	1763234
HG00621.pat	61143	1898529	108675	22418	136976	26394	3	EAS	2254134
HG00731.mat	82882	1694781	100542	29892	124759	43364	2	AMR	2076219
HG00731.pat	52993	1463586	100527	18681	148848	44289	3	AMR	1828923
HG00732.mat	61136	1304035	29881	11208	88659	22654	3	AMR	1517572
HG00732.pat	55707	1794674	78775	22417	115193	28734	3	AMR	2095499
HG00741.pat	70645	1764207	67914	26159	140646	31128	3	AMR	2100698
HG00864.mat	55707	971438	119557	33630	68904	35487	3	EAS	1284722
HG00864.pat	39402	1327963	84226	22422	124769	32921	2	EAS	1631702
HG01071.pat	47549	1365176	111383	29888	86216	28838	3	AMR	1669049
HG01099.mat	58414	1538475	29889	0	87999	22649	3	AMR	1737425
HG01099.pat	84231	1435094	67933	22422	142443	25379	2	AMR	1777501
HG01114.mat	48913	1371833	54354	7472	81240	29775	3	AMR	1593586
HG01114.pat	55707	1876408	67905	37366	125759	29085	3	AMR	2192229
HG01175.mat	47549	1365209	111378	22418	80784	25714	3	AMR	1653051
HG01175.pat	61138	1932374	65190	41099	126423	35167	3	AMR	2261390
HG01352.mat	70646	1387250	114140	48576	126483	34778	2	AMR	1781872
HG01352.pat	100538	1383902	105989	26157	129487	23679	2	AMR	1769751
HG01361.pat	69296	1115693	95106	33633	118777	21980	2	AMR	1454484
HG01457.mat	88279	1567149	119569	59792	165872	38450	2	AMR	2039110
HG01457.pat	29886	1476967	10855	0	88758	27699	3	AMR	1634164
HG01505.mat	77415	1495949	29889	3736	91740	22653	3	EUR	1721381
HG01505.pat	58423	1567321	29889	3736	79001	22654	3	EUR	1761023
HG01573.mat	69295	1911864	111388	26154	126790	27777	3	AMR	2273267
HG01573.pat	61140	1358340	103243	33622	87232	26064	3	AMR	1669640
HG01596.mat	86953	1493074	100551	37365	88100	35041	3	EAS	1841083
HG01596.pat	81525	1780171	111425	37364	96595	23946	3	EAS	2131025
HG01890.mat	89661	1723206	81524	26159	121399	23678	2	AFR	2065626
HG01890.pat	29886	1531464	21731	3736	110061	19269	3	AFR	1716146
HG01978.mat	35311	1548297	8136	0	95524	27725	3	AMR	1714992
HG02004.mat	80165	1443529	92390	33633	155752	21980	2	AMR	1827448
HG02004.pat	47557	1151089	73364	11209	81580	31856	3	AMR	1396654
HG02011.mat	40761	546974	5438	0	1834811	20543	1	AFR	2448526
HG02011.pat	115496	1426768	116849	33624	100797	16811	3	AFR	1810344
HG02018.mat	52993	1890012	116816	41103	135951	28051	3	EAS	2264925
HG02018.pat	70637	1590488	59784	7473	84872	20958	3	EAS	1834211
HG02059.mat	50278	1045843	57071	7473	62629	25714	3	EAS	1249007
HG02059.pat	66579	1813311	100517	18684	138311	46479	3	EAS	2183880
HG02071.mat	105992	1793213	203814	119582	172542	19599	2	EAS	2414741
HG02071.pat	61129	1110589	103269	33631	117311	22614	2	EAS	1448542
HG02080.mat	66577	1466981	65215	7474	91740	26046	3	EAS	1724032
HG02106.mat	71994	1203649	51630	11210	81252	25035	3	AMR	1444769
HG02106.pat	54346	1399157	116821	29888	88595	26079	3	AMR	1714885
HG02109.pat	76089	1395438	73373	11207	99708	26455	2	AFR	1682269
HG02145.mat	84234	2243316	89664	33630	157597	28430	3	AFR	2636870
HG02145.pat	107338	1792892	46184	22418	159992	25034	2	AFR	2153857
HG02257.mat	51629	1252989	59780	14945	94800	31856	3	AFR	1505998
HG02282.mat	84245	2474121	119544	41100	229533	27038	3	AFR	2975580
HG02282.pat	19018	292105	5430	0	874682	10367	1	AFR	1201601
HG02293.mat	48907	1327790	108677	33623	78062	26076	3	AMR	1623134
HG02293.pat	40758	1287015	78789	7468	71607	29473	3	AMR	1515109
HG02300.mat	51625	959461	62503	11200	103269	25714	3	AMR	1213771
HG02300.pat	67910	1655488	24453	3736	79672	22654	3	AMR	1853912
HG02486.pat	32614	273442	16306	0	2105338	10368	1	AFR	2438067
HG02492.mat	70641	1210670	65218	11209	103051	27054	2	SAS	1487842
HG02492.pat	69283	1456903	97784	33624	118258	25029	3	SAS	1800880
HG02554.mat	42121	1708129	35308	3736	124347	27755	3	AFR	1941395
HG02554.pat	17664	337994	19032	0	1493187	102169	1	AFR	1970045
HG02559.pat	66581	1466713	78808	11207	91890	21695	2	AFR	1736893
HG02587.mat	44838	1213928	38023	3736	117617	29089	3	AFR	1447230
HG02587.pat	80137	1667108	65197	29896	104110	23678	2	AFR	1970125
HG02615.mat	57066	1420108	48911	26157	51235	26590	3	AFR	1630066
HG02615.pat	96453	1711251	86950	26154	167802	24857	2	AFR	2113466
HG02622.mat	13586	139308	5437	0	884239	948722	1	AFR	1991291
HG02630.mat	62474	1663928	16298	0	156868	39705	3	AFR	1939272
HG02647.mat	86921	1855610	73370	26159	141071	23677	2	AFR	2206807
HG02666.mat	96448	1823284	84236	33628	175974	24856	2	AFR	2238425
HG02666.pat	70645	1355052	62481	18683	104276	22655	2	AFR	1633791
HG02717.pat	61136	1784709	48902	18678	137147	26693	3	AFR	2077264
HG02769.mat	47536	1529549	27174	0	124645	33838	3	AFR	1762741
HG02769.pat	78782	1981621	16296	0	183027	42424	3	AFR	2302149
HG02809.mat	25811	1587575	16296	7472	121941	23982	3	AFR	1783076
HG02818.mat	25814	360131	0	0	1520764	234050	1	AFR	2140758
HG02818.pat	92394	1609677	59773	22419	163762	25034	2	AFR	1973058
HG02886.mat	58412	1205660	182071	14944	144568	32788	3	AFR	1638442
HG02953.mat	100542	1748824	51620	26155	151872	25035	2	AFR	2104047
HG02953.pat	51625	1422941	48901	7472	106790	18847	3	AFR	1656575
HG03009.mat	76082	1495969	92398	29894	128151	23679	2	SAS	1846172
HG03009.pat	135877	2289226	209241	112107	274876	445209	2	SAS	3466535
HG03065.mat	47557	1368320	35301	7472	115257	33996	3	AFR	1607902
HG03065.pat	78805	1385133	78809	11207	101062	27878	2	AFR	1682893
HG03248.mat	80157	1419201	76091	14944	102421	26455	2	AFR	1719268
HG03248.pat	89634	2057924	48843	0	69565	43847	3	AFR	2309812
HG03371.pat	101911	1329999	86963	26153	82126	18852	3	AFR	1646003
HG03452.mat	35322	738596	48906	11208	56311	25031	3	AFR	915373
HG03452.pat	167066	2093964	27155	0	103499	39371	3	AFR	2431054
HG03456.mat	47542	1444784	29886	0	156821	36581	3	AFR	1715613
HG03456.pat	27177	521468	5438	0	1682586	20543	1	AFR	2257211
HG03516.pat	50248	1079997	40763	18683	86460	16551	2	AFR	1292701
HG03520.mat	74696	2010534	37977	0	61755	51046	3	AFR	2236007
HG03520.pat	84237	1529631	81526	18685	120701	29858	2	AFR	1864637
HG03579.pat	110067	1411537	89669	26154	69225	18852	3	AFR	1725503
HG03683.mat	85583	2377446	152154	63517	144760	25025	3	SAS	2848484
HG03683.pat	84238	1297316	97839	41105	122399	28047	2	SAS	1670943
HG03710.mat	57060	1249475	57078	7472	83978	25712	3	SAS	1480774
HG03732.mat	66565	2064688	116836	29891	134544	35026	3	SAS	2447549
HG03732.pat	12228	214012	0	0	2738287	3738	1	SAS	2968264
HG03807.mat	78802	1421385	105990	41105	108814	28384	2	SAS	1784479
HG03807.pat	76009	1765720	43477	0	108445	110779	2	SAS	2104429
HG03927.mat	71982	1103808	76089	22421	115275	23334	2	SAS	1412908
HG03927.pat	67930	1213966	65216	3735	81624	26809	2	SAS	1459279
HG04036.mat	76078	1277074	81528	29896	124113	29748	2	SAS	1618436
HG04036.pat	70647	1504182	86956	37368	139032	22321	2	SAS	1860505
HG04217.mat	93759	1482552	103273	41105	113878	29747	2	SAS	1864313
HG04217.pat	69295	1698038	103231	29892	133566	29109	3	SAS	2063130
HG04228.mat	54336	2012043	116851	22420	130129	32403	3	SAS	2368181
HG04228.pat	61134	1529998	27171	3736	75785	22654	3	SAS	1720477
NA12329.mat	81491	1487426	29889	3736	86991	22654	3	EUR	1712186
NA12329.pat	74735	1978103	97807	29892	133208	30314	3	EUR	2344058
NA18534.mat	74733	1373991	92391	48568	142359	27819	2	EAS	1759860
NA18534.pat	69299	1372276	86955	41100	120679	29861	2	EAS	1720169
NA18939.mat	59767	1956075	95105	22417	128455	25029	3	EAS	2286847
NA18939.pat	50277	1358180	67922	14947	112354	46874	3	EAS	1650553
NA18989.mat	58419	1434703	65214	7473	87723	18917	3	EAS	1672448
NA18989.pat	66579	1358429	89659	22422	141734	36322	2	EAS	1715144
NA19036.mat	48906	1604627	40752	3736	93827	26160	3	AFR	1818007
NA19036.pat	17660	319327	13598	0	2082280	11049	1	AFR	2443913
NA19129.mat	19024	270066	0	0	2127892	12690	1	AFR	2429671
NA19129.pat	47558	1085416	48912	29894	51584	22199	3	AFR	1285562
NA19238.mat	38046	1154558	38024	3736	101998	29089	3	AFR	1365450
NA19238.pat	66573	1339781	57057	7472	106061	25031	3	AFR	1601974
NA19239.mat	54327	1226022	46199	14946	94609	16546	2	AFR	1452648
NA19239.pat	32556	1419110	2713	0	75585	22992	3	AFR	1552955
NA19317.mat	50264	779250	51623	11208	76989	22995	3	AFR	992328
NA19317.pat	93723	1748520	76069	26159	114959	23678	2	AFR	2083107
NA19331.mat	51624	1582461	48890	3736	71443	25714	3	AFR	1783867
NA19331.pat	31248	351504	54342	37365	56334	33176	2	AFR	563968
NA19347.mat	69264	1424551	57063	22416	132651	22729	2	AFR	1728673
NA19347.pat	38045	417746	54341	33626	56669	33174	2	AFR	633600
NA19384.mat	57071	1228115	48900	33630	60080	22199	3	AFR	1449994
NA19384.pat	93707	1460147	97831	37370	186536	37639	2	AFR	1913229
NA19434.mat	33965	368484	48909	33628	51236	33146	2	AFR	569367
NA19434.pat	107327	1231472	89682	29891	62779	16132	3	AFR	1537282
NA19650.mat	76089	1872811	116814	33629	118979	20551	3	AMR	2238872
NA19650.pat	84230	2445289	116829	48579	146622	35535	3	AMR	2877083
NA19705.mat	92396	1851503	73371	22421	101170	24605	3	AFR	2165465
NA19705.pat	44833	1823627	27156	3736	151184	22645	3	AFR	2073180
NA19836.mat	58426	742197	81529	37370	82123	24016	2	AFR	1025660
NA19836.pat	65217	1347945	86949	11207	92590	27879	2	AFR	1631786
NA19983.mat	105961	1251553	59766	22420	105234	24696	2	AFR	1569629
NA20129.mat	57059	1324428	111393	26153	85869	22656	3	AFR	1627557
NA20355.mat	57069	1604667	97804	22419	113509	31122	3	AFR	1926589
NA20355.pat	81512	1139455	57052	26157	89035	24695	2	AFR	1417905
NA20509.mat	92397	1715214	84246	26155	174830	21639	2	EUR	2114480
NA20509.pat	76090	2178638	105957	18683	142326	32137	3	EUR	2553830
NA20847.mat	82882	1751194	73367	26159	75044	10015	3	SAS	2018660
NA20847.pat	62500	1475706	105971	29892	115214	25976	3	SAS	1815258
NA21487.mat	57068	716731	59787	37370	76348	24016	2	AFR	971319
NA21487.pat	63866	1247787	86960	3737	98361	29300	2	AFR	1530010
