Haplotype	7-mer	8-mer	11-mer	10-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
HG02554.mat	745573	724056	491379	1706	20923	42715	1	AFR	2026351
HG02554.pat	771958	1071466	594003	74487	63985	51365	3	AFR	2627263
HG02559.mat	544055	930092	599645	0	86996	33265	4	AFR	2194052
HG02587.mat	521411	599482	637025	1706	19521	44389	5	AFR	1823533
HG02587.pat	314982	290103	375399	52484	48060	27371	7	AFR	1108398
HG02615.mat	818539	1171795	534237	69408	70586	52584	3	AFR	2717148
HG02615.pat	656153	1003305	947072	0	112122	33250	4	AFR	2751901
HG02622.mat	781547	992940	435230	132034	79577	48590	3	AFR	2469917
HG02630.mat	289933	418919	855557	3386	77991	35133	4	AFR	1680918
HG02647.mat	287536	404004	631414	1693	72232	31455	4	AFR	1428333
HG02647.pat	548791	669852	752863	0	42949	35865	4	AFR	2050319
HG02666.mat	515577	631838	1003152	0	59235	30581	2	AFR	2240382
HG02666.pat	523865	652153	1036798	0	47530	32485	2	AFR	2292830
HG02717.pat	689670	930625	590282	106656	66703	42030	3	AFR	2425965
HG02723.pat	403254	795850	1236642	0	198404	45982	4	AFR	2680131
HG02769.mat	702702	1377482	1171191	1697	213313	38643	4	AFR	3505027
HG02769.pat	434306	501854	375553	1706	12899	44409	5	AFR	1370726
HG02809.pat	703831	718657	465211	1706	36362	33541	1	AFR	1959307
HG02818.mat	602669	683360	950862	0	73830	35601	2	AFR	2346321
HG02818.pat	460683	604664	724829	0	98712	34145	4	AFR	1923032
HG02886.pat	557184	781737	582831	101580	60426	42036	3	AFR	2125793
HG02953.mat	742274	851491	1062982	0	61277	33633	2	AFR	2751656
HG02953.pat	693256	931959	655653	132052	64656	42037	3	AFR	2519612
HG03009.mat	774206	793223	491378	0	23646	41935	1	SAS	2124387
HG03009.pat	1025909	931528	607204	1706	29931	41731	1	SAS	2638008
HG03065.mat	529839	595918	523008	104962	65289	33155	3	AFR	1852170
HG03098.mat	458134	829724	859322	0	114103	36852	4	AFR	2298134
HG03248.mat	516627	607638	562327	1706	21727	48115	5	AFR	1758139
HG03248.pat	640682	859720	1281463	1694	32960	49083	6	AFR	2865601
HG03371.mat	439058	991008	963920	0	41537	35612	4	AFR	2471134
HG03371.pat	69153	1687702	1227288	1699	38882	40684	4	AFR	3065407
HG03452.mat	711149	960423	620166	133743	65171	42040	3	AFR	2532691
HG03452.pat	592953	802689	1057260	1693	155687	38834	4	AFR	2649115
HG03453.pat	831709	981793	919189	1693	53110	13761	5	AFR	2801254
HG03456.mat	680132	614067	1156219	208236	190428	34178	7	AFR	2883259
HG03456.pat	786302	1037433	554722	103265	70736	269033	3	AFR	2821490
HG03486.mat	830466	1197536	541702	62636	70762	52587	3	AFR	2755688
HG03492.mat	423563	608766	778913	0	131797	37270	4	SAS	1980308
HG03516.mat	709958	923860	631377	142207	69586	39078	3	AFR	2516065
HG03520.mat	698011	941470	580946	126971	68736	42035	3	AFR	2458168
HG03520.pat	683810	780980	788320	0	61432	30581	2	AFR	2345122
HG03579.mat	753872	874563	665160	0	29964	40864	1	AFR	2364422
HG03579.pat	391337	919155	898507	0	33582	33812	4	AFR	2276392
HG03683.mat	944825	1007454	517527	6824	32695	42678	1	SAS	2552002
HG03683.pat	615782	732187	984460	1693	60091	36303	2	SAS	2430515
HG03732.mat	779085	1111800	1049803	1691	168962	36851	4	SAS	3148191
HG03732.pat	517776	862321	881714	0	103624	35047	4	SAS	2400481
HG03807.mat	520294	612882	1165706	0	53288	37336	2	SAS	2389505
HG03807.pat	656334	774206	1079787	5091	62820	39061	2	SAS	2617298
HG03927.mat	571509	828410	902219	0	145052	33267	4	SAS	2480456
HG04036.mat	829083	835258	405429	3412	18887	36097	1	SAS	2128165
HG04036.pat	363972	444736	1059245	0	68558	562910	2	SAS	2499420
HG04217.mat	564333	817582	973236	3395	161515	36855	4	SAS	2556915
HG04217.pat	953280	1271888	1488842	3388	36004	51567	6	SAS	3804968
HG04228.mat	703816	417617	500719	10236	26390	44490	1	SAS	1703267
HG04228.pat	300681	454175	861145	0	95173	36853	4	SAS	1748026
NA12329.mat	786094	771524	524976	1706	25490	40865	1	EUR	2150654
NA12329.pat	655013	1069744	988177	0	134001	36853	4	EUR	2883787
NA18534.mat	584494	489498	411036	1706	22811	46988	1	EAS	1556532
NA18534.pat	966269	981695	627771	3412	21099	40961	1	EAS	2641206
NA18906.pat	374639	553155	820095	1693	89202	33269	4	AFR	1872052
NA18939.mat	820722	865067	513811	0	26028	39996	1	EAS	2265623
NA18939.pat	1023542	1041366	627753	1706	27212	47945	1	EAS	2769523
NA18989.mat	372248	592471	990072	0	95851	38662	4	EAS	2089303
NA18989.pat	367479	558586	934017	0	87020	36852	4	EAS	1983953
NA19036.mat	336449	437651	551109	142211	66680	31452	7	AFR	1565551
NA19036.pat	646650	1104954	948995	1697	140399	36872	4	AFR	2879566
NA19129.mat	424734	778204	786465	0	111589	36853	4	AFR	2137844
NA19129.pat	544065	980298	889227	0	118219	36853	4	AFR	2568661
NA19238.mat	496319	893483	610850	0	93438	33264	4	AFR	2127353
NA19238.pat	707569	953679	622034	135435	68226	43228	3	AFR	2530170
NA19239.mat	649044	958592	861148	3390	96008	36872	4	AFR	2605053
NA19239.pat	415202	658904	820062	1693	80032	33271	4	AFR	2009163
NA19317.mat	974892	1331223	627599	132047	57846	42035	3	AFR	3165641
NA19317.pat	744452	1233792	1453316	3394	185521	40444	4	AFR	3660918
NA19331.mat	344806	545008	784579	1693	82580	33265	4	AFR	1791930
NA19331.pat	377036	566709	870501	1693	93257	33268	4	AFR	1942463
NA19347.mat	431957	485398	881682	0	45318	30587	2	AFR	1874941
NA19347.pat	798246	1141917	594003	91414	66860	53941	3	AFR	2746380
NA19384.mat	811304	1419482	1148792	0	131626	37575	4	AFR	3548778
NA19384.pat	411634	486740	1236631	0	30229	50612	6	AFR	2215845
NA19434.mat	454514	456954	1867918	3404	38427	63216	4	AFR	2884432
NA19434.pat	244636	295581	1027461	0	45485	44901	2	AFR	1658063
NA19650.mat	1041388	965442	597884	3412	36257	57589	1	AMR	2701971
NA19650.pat	870798	787820	450269	1706	27738	34742	1	AMR	2173072
NA19705.mat	755277	1063362	575329	74487	65853	51367	3	AFR	2585674
NA19705.pat	317373	481290	863047	1693	89534	33265	4	AFR	1786201
NA19836.mat	628654	368825	515641	3412	27546	40251	4	AFR	1584328
NA19836.pat	793411	1374733	1217917	0	130099	37575	4	AFR	3553734
NA19983.mat	544031	1211986	967591	0	41523	36953	4	AFR	2802083
NA19983.pat	589467	677941	696812	1699	48883	30584	2	AFR	2045385
NA20355.mat	566735	678187	575404	1706	19521	48099	5	AFR	1889651
NA20509.mat	800450	813565	663277	5118	35870	38338	1	EUR	2356617
NA20509.pat	214765	311824	853682	0	86018	38690	4	EUR	1504978
NA20847.mat	504691	751092	891047	0	106699	38652	4	SAS	2292180
NA20847.pat	521444	577635	700606	0	43258	30584	2	SAS	1873526
NA21487.mat	495165	601818	373593	89725	65343	37736	7	AFR	1663379
NA21487.pat	365155	459633	1001361	0	63317	36240	2	AFR	1925705
