Haplotype	4-mer	8-mer	10-mer	12-mer	14-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
HG00358.mat	80843	2818987	127345	105923	125993	166894	21654	7	EUR	3447638
HG00358.pat	173948	1599600	144239	124282	156897	178951	20275	2	EUR	2398191
HG00438.mat	59802	2781893	86587	128289	125948	155506	36301	8	EAS	3374325
HG00438.pat	93083	2970993	249621	134458	178297	211025	35771	8	EAS	3873247
HG005.pat	65879	2556295	125546	289171	95064	113123	50066	6	EAS	3295143
HG00512.mat	46200	2409106	93366	67229	116518	170468	35221	8	EAS	2938107
HG00512.pat	59119	2730718	176578	95734	166419	189650	14784	8	EAS	3433001
HG00513.mat	62493	1875896	105267	71297	121246	92380	11676	7	EAS	2340254
HG00513.pat	46203	2651877	132412	81494	211592	253315	23976	8	EAS	3400868
HG00731.mat	29848	2136381	50892	59030	14257	73375	34065	5	AMR	2397847
HG00731.pat	42778	2013889	61103	189410	54655	71651	48433	6	AMR	2481918
HG00732.mat	55012	2390194	88325	57069	52309	94904	14763	7	AMR	2752575
HG00732.pat	84921	3415490	129049	122216	116487	176752	30465	7	AMR	4075379
HG00735.mat	225659	1924467	125570	112059	244850	156894	14220	2	AMR	2803718
HG00735.pat	35304	1879133	76374	219933	47519	77754	68587	6	AMR	2404603
HG00741.mat	29163	2236963	42437	59040	11883	71688	34138	5	AMR	2485311
HG00741.pat	78011	2316749	52573	56991	14262	78223	12246	4	AMR	2609054
HG00864.mat	55042	3063695	132446	99825	95098	154866	35249	8	EAS	3636220
HG00864.pat	66567	2519933	98457	89649	204490	233617	34910	8	EAS	3247622
HG01071.mat	50959	2026825	117151	77382	99856	84398	16505	7	AMR	2473075
HG01071.pat	38714	1854896	72987	205704	49897	70279	58973	6	AMR	2351449
HG01099.pat	71313	2503019	84932	55034	47553	95415	12149	7	AMR	2869414
HG01106.pat	159004	1632176	145931	126311	142630	182015	17896	2	AMR	2405962
HG01109.mat	15633	1951950	84940	108042	14260	67579	6975	4	AMR	2249378
HG01109.pat	239906	1788577	101823	112052	251981	170140	15017	2	AMR	2679495
HG01114.mat	57050	2255362	69598	65161	64205	112888	14244	7	AMR	2638507
HG01114.pat	56359	2388569	101894	101863	92710	106617	22822	7	AMR	2870833
HG01123.mat	206592	1684028	86524	89636	221074	176217	18661	2	AMR	2482731
HG01243.pat	40747	2334428	86580	240352	57032	87617	82246	6	AMR	2929001
HG01258.mat	142035	1660872	84817	110007	221051	155871	11150	2	AMR	2385802
HG01352.mat	65913	2220960	190144	97760	192583	143302	38852	7	AMR	2949513
HG01352.pat	55039	2674841	132415	122242	166440	206658	16168	8	AMR	3373802
HG01358.mat	60473	2174880	130717	87588	116498	117659	15146	7	AMR	2702960
HG01358.pat	137926	1207141	78020	83518	78451	115459	17276	2	AMR	1717790
HG01361.mat	60473	2134144	130718	87588	114120	115621	13275	7	AMR	2655938
HG01457.mat	34640	1920153	76390	211816	57032	81503	56820	6	AMR	2438353
HG01505.mat	59121	3054273	127337	101891	68944	152819	33536	7	EUR	3597920
HG01505.pat	81541	2092991	202043	85524	125997	104771	16410	7	EUR	2709276
HG01573.mat	84264	1708419	247896	122227	218725	197983	98531	8	AMR	2678044
HG01573.pat	58429	2760555	130726	99838	145033	207337	67778	8	AMR	3469695
HG01596.mat	224961	1768201	108591	95751	244847	144652	7841	2	EAS	2594843
HG01596.pat	82892	3291533	176570	136482	145025	237229	33770	8	EAS	4103500
HG01890.mat	247405	1928601	118802	134457	251983	152829	16503	2	AFR	2850579
HG01890.pat	63149	2332141	76422	71311	14255	75402	23625	3	AFR	2656304
HG01928.mat	38036	1909193	72991	207765	49894	77766	55309	6	AMR	2410953
HG01928.pat	76777	2998495	146047	128336	123631	179466	35223	8	AMR	3687974
HG01952.mat	34634	1812738	73002	207738	52273	77417	59698	6	AMR	2317499
HG01978.mat	36014	1209394	37375	22420	16643	56720	12176	8	AMR	1390741
HG02004.mat	32607	1520612	64485	185361	47521	51602	58081	6	AMR	1960268
HG02004.pat	238544	1989638	106889	114067	263866	182021	17635	2	AMR	2912659
HG02011.mat	48887	1959150	108694	95749	99849	100159	18748	7	AFR	2431235
HG02011.pat	93006	3281129	69495	112067	14222	82817	57596	3	AFR	3710331
HG02018.mat	59119	2029382	213930	71291	247254	227849	21904	8	EAS	2870728
HG02018.pat	46849	1964997	74723	232257	68934	101550	39261	6	EAS	2528570
HG02055.mat	63847	2013640	142676	89656	80842	94224	34083	7	AFR	2518967
HG02059.mat	48904	2331632	95062	242415	73669	115829	1010789	5	EAS	3918299
HG02059.pat	58439	2579953	157886	81456	173548	191184	23527	8	EAS	3265992
HG02071.pat	64540	2596181	146048	101850	118863	149239	33893	8	EAS	3210613
HG02106.mat	76091	2978046	149441	122223	135521	173869	35224	8	AMR	3670414
HG02106.pat	36677	1876399	78083	230120	54650	82502	56278	6	AMR	2414708
HG02145.mat	54292	2230198	56008	65213	14243	63166	20278	3	AFR	2503397
HG02282.mat	49578	1710865	86576	177211	52280	104200	21528	5	AFR	2202237
HG02282.pat	50253	2429316	93398	134420	73619	76394	19739	6	AFR	2877138
HG02293.mat	52297	2017952	95066	183308	80806	117208	39962	6	AMR	2586598
HG02293.pat	76092	2952262	149443	120198	116509	156548	25455	8	AMR	3596506
HG02300.pat	253492	2030415	115380	128330	285264	194586	27758	2	AMR	3035224
HG02486.mat	227688	1663594	79705	93699	216313	126654	23369	2	AFR	2431021
HG02492.mat	234473	1688107	110276	112055	216307	124965	15225	2	SAS	2501407
HG02492.pat	57700	2722747	183387	167111	19024	87952	31825	6	SAS	3269745
HG02554.mat	122226	2663756	225710	181167	61772	110224	25644	5	AFR	3390498
HG02554.pat	23780	3958223	30567	61113	42819	64543	13232	4	AFR	4194276
HG02559.mat	307927	2585951	168064	122254	318539	169095	5472	2	AFR	3677301
HG02587.mat	68620	2335577	146010	126321	128373	125296	11867	7	AFR	2942063
HG02587.pat	65170	2338920	61138	65202	18996	68272	18924	3	AFR	2636621
HG02615.mat	64505	2702830	62801	89648	4744	53302	26043	3	AFR	3003872
HG02622.pat	65851	2363579	56055	57066	16619	58733	14922	3	AFR	2632824
HG02630.mat	29208	2732812	76489	42813	78363	65609	12045	1	AFR	3037338
HG02630.pat	21746	2979850	18670	107981	19023	55348	677	4	AFR	3203294
HG02647.mat	50930	2474819	59427	85579	11887	52289	18206	3	AFR	2753136
HG02647.pat	101247	2900210	142569	175144	73668	70286	37154	5	AFR	3500277
HG02666.mat	47535	2301660	96769	132345	71257	75731	23857	6	AFR	2749153
HG02666.pat	219533	1898594	79745	136493	216329	132424	11231	2	AFR	2694348
HG02723.mat	36681	3054746	78206	46894	83108	86393	17984	1	AFR	3404011
HG02723.pat	55012	1725193	84861	99826	33293	30208	18343	5	AFR	2046735
HG02769.mat	12902	785452	28885	10209	45186	31238	19893	1	AFR	933764
HG02769.pat	52949	2367483	56021	97788	19008	60105	20981	3	AFR	2674334
HG02809.mat	44165	2103144	108651	73355	61814	139390	16490	7	AFR	2547008
HG02809.pat	70613	3156715	69553	95742	9497	61457	37135	3	AFR	3500711
HG02818.mat	44819	2231020	83196	111997	59390	67586	23858	6	AFR	2621865
HG02953.mat	84199	4506678	20366	281243	38034	217456	27876	4	AFR	5175851
HG02953.pat	121628	2066319	169648	185318	85563	119786	66161	5	AFR	2814422
HG03009.mat	51644	1515883	118840	75349	76083	82186	14605	7	SAS	1934589
HG03009.pat	58416	1896460	91720	114074	102241	102880	29554	7	SAS	2395344
HG03065.mat	61815	2003729	110367	71318	95111	81152	17068	7	AFR	2440559
HG03065.pat	84244	2802613	130678	140376	152100	40698	35708	6	AFR	3386416
HG03098.mat	78089	2461298	132232	103780	23767	92915	44439	5	AFR	2936519
HG03248.mat	103279	1964581	154394	169011	78420	101827	55681	5	AFR	2627192
HG03248.pat	71287	2341604	61140	65213	18993	69632	19580	3	AFR	2647448
HG03371.mat	69954	2593561	103547	171168	52302	47542	21066	5	AFR	3059139
HG03371.pat	31233	2975943	83294	46885	71226	73089	19141	1	AFR	3300810
HG03452.mat	41441	953447	88282	63169	49934	102371	947040	7	AFR	2245683
HG03452.pat	133209	3499750	305684	165027	211601	239571	25701	7	AFR	4580542
HG03456.mat	57754	1414376	117193	69270	52308	60095	30340	7	AFR	1801335
HG03456.pat	67244	2486183	88252	158940	42799	35641	20669	5	AFR	2899727
HG03486.mat	35323	2963718	81597	44854	71233	92822	14081	1	AFR	3303627
HG03486.pat	70660	3351069	110229	162972	47516	59725	24957	3	AFR	3827127
HG03492.pat	42786	1860134	86581	175149	66547	105595	42810	6	SAS	2379601
HG03520.mat	46181	1717592	76397	189448	61785	94367	22937	5	AFR	2208706
HG03520.pat	54325	2241156	59427	89656	21388	49570	23625	3	AFR	2539146
HG03540.mat	65887	1699499	100185	81486	99870	105763	13471	7	AFR	2166160
HG03540.pat	40766	1698302	44148	69250	61816	49755	10623	7	AFR	1974659
HG03579.mat	40042	1504583	57683	46862	14258	36335	18199	3	AFR	1717961
HG03683.mat	42796	2051949	84883	167052	73677	86608	31987	6	SAS	2538951
HG03683.pat	63191	1712769	110355	73331	109355	115930	14468	7	SAS	2199398
HG03710.mat	60462	3130342	108677	91675	118894	153304	35767	7	SAS	3699120
HG03710.pat	238555	1898674	111970	105917	280520	175895	21550	2	SAS	2833080
HG03732.mat	68630	1780955	103560	61109	102227	90500	14401	8	SAS	2221381
HG03732.pat	55022	2075906	117170	83539	90338	127668	19215	7	SAS	2568857
HG03807.mat	61773	3018405	132410	179374	102218	243804	11413	8	SAS	3749396
HG03807.pat	138630	1580717	88224	116113	235307	160290	15897	2	SAS	2335177
HG03927.mat	62494	2982369	95089	99838	99875	154336	26140	7	SAS	3520140
HG03927.pat	55021	2147957	100207	128344	95093	111382	23664	7	SAS	2661667
HG04036.mat	305850	1861838	122191	101861	237728	130402	15572	2	SAS	2775441
HG04036.pat	63864	2306953	88319	116125	87964	117669	25368	7	SAS	2806261
HG04217.mat	243306	1838885	100108	114089	240098	149761	5698	2	SAS	2691944
HG04217.pat	55700	2099041	107004	91652	92715	111385	25769	7	SAS	2583265
HG04228.mat	232437	1557631	111969	105931	232953	152122	24909	2	SAS	2417951
HG04228.pat	73327	3153194	110362	181420	221103	210589	15899	8	SAS	3965893
NA12329.mat	89026	2208469	219036	75337	121247	115307	12721	7	EUR	2841142
NA12329.pat	50954	2112705	83223	142613	90346	102045	18932	7	EUR	2600817
NA18534.mat	46886	2579806	112041	87614	194940	227835	40737	8	EAS	3289858
NA18534.pat	63178	2509263	135855	93705	106980	146187	41994	8	EAS	3097161
NA18906.mat	33919	2207104	57684	54960	11883	71341	31011	5	AFR	2467901
NA18939.mat	46887	1857004	157913	63154	187761	173855	32079	8	EAS	2518652
NA18939.pat	58397	1635516	71290	97800	173584	244332	37722	8	EAS	2318640
NA18989.mat	35332	1950853	50941	103885	64176	112736	44400	8	EAS	2362322
NA18989.pat	43492	1915570	49245	75348	59410	80157	40234	8	EAS	2263455
NA19036.mat	46883	1975414	118845	69289	57062	134652	10712	7	AFR	2412856
NA19036.pat	27833	3182131	67931	112082	35669	101166	25272	5	AFR	3552083
NA19129.mat	31247	3033033	84998	42807	68860	76153	17466	1	AFR	3354563
NA19129.pat	81515	3649895	127189	175192	45134	70249	30872	3	AFR	4180045
NA19238.mat	65176	2314500	86628	52988	14241	61470	12273	3	AFR	2607275
NA19238.pat	44139	2198417	93380	134399	64137	69622	23864	6	AFR	2627957
NA19239.mat	44819	1739253	69615	189459	66534	89286	22878	5	AFR	2221843
NA19239.pat	76771	3592976	115334	169075	49889	62395	34725	3	AFR	4101164
NA19317.mat	33251	3190264	69626	116155	35669	101502	23246	5	AFR	3569712
NA19317.pat	112803	2089287	169636	189398	76043	106567	48462	5	AFR	2792195
NA19331.mat	26494	2451019	56044	52935	78473	40390	7602	4	AFR	2712956
NA19331.pat	58397	2163984	20369	195623	57053	94112	15998	4	AFR	2605535
NA19347.mat	88318	1754226	103436	164964	59418	90613	47650	5	AFR	2308624
NA19347.pat	57041	2676114	101818	97802	38038	314177	21690	4	AFR	3306679
NA19384.mat	42110	1977837	105243	55011	52310	81284	15407	4	AFR	2329201
NA19384.pat	31223	3568148	74726	97817	149808	67285	5213	4	AFR	3994219
NA19434.mat	61831	1514863	134182	77422	49931	76893	29503	7	AFR	1944624
NA19434.pat	229728	1919009	74655	134468	218707	135481	3454	2	AFR	2715501
NA19650.mat	53685	2391085	127317	95763	52296	162496	22347	7	AMR	2904988
NA19650.pat	101802	3739566	212269	114119	221070	266403	41738	4	AMR	4696966
NA19705.mat	31929	2996388	74791	44848	85489	68326	15445	1	AFR	3317215
NA19705.pat	78132	3234275	94988	158891	47504	54276	27275	3	AFR	3695340
NA19836.mat	224956	1833459	95009	112058	247217	133108	20701	2	AFR	2666507
NA19836.pat	57051	2210344	103534	152836	40422	40069	26540	5	AFR	2630795
NA19983.mat	243329	1844377	118801	128351	261487	175224	9359	2	AFR	2780927
NA19983.pat	51609	541822	64457	42804	23776	34594	22081	5	AFR	781142
NA20129.mat	133794	3097838	215553	227979	66545	126865	44727	5	AFR	3913300
NA20355.mat	45495	1739292	69602	215970	68918	98117	19893	5	AFR	2257286
NA20355.pat	69969	3545516	98445	152813	61793	453698	597921	4	AFR	4980154
NA20509.mat	49604	2336904	112103	105948	92713	103918	31005	7	EUR	2832194
NA20509.pat	62521	2983564	129016	110028	71326	166241	25455	7	EUR	3548150
NA20847.mat	55037	2131631	100207	118151	97475	123267	19925	7	SAS	2645692
NA20847.pat	65218	2115148	90007	75366	54693	81833	15826	7	SAS	2498090
NA21487.mat	83593	1962842	190154	87575	121255	123270	19072	7	AFR	2587760
NA21487.pat	37367	1770234	83182	112048	154530	153293	27476	7	AFR	2338129
