Haplotype	6-mer	8-mer	10-mer	12-mer	16-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
HG01505.pat	86565	943624	313642	2525415	230375	308801	74971	12	EUR	4483392
HG01573.mat	45821	565631	211807	1697132	224935	244260	77018	2	AMR	3066603
HG01573.pat	102860	919084	352425	2910136	162620	400569	104795	12	AMR	4952488
HG01596.mat	49885	879683	181506	1267789	65061	211463	84209	13	EAS	2739595
HG01890.mat	184218	1140699	506701	4002780	159939	399808	117240	7	AFR	6511384
HG01890.pat	226982	790027	580755	1304446	32533	209738	160941	9	AFR	3305421
HG02011.mat	111946	596826	646650	2277131	357842	298408	75390	4	AFR	4364192
HG02011.pat	76334	341310	253985	3701579	70469	134698	48238	5	AFR	4626612
HG02018.mat	45841	978935	176509	2098146	67766	242704	74331	15	EAS	3684231
HG02018.pat	84522	826609	299828	2842957	154472	296144	83059	12	EAS	4587590
HG02059.mat	70227	236481	128662	2303623	138192	229282	106756	13	EAS	3213222
HG02071.pat	83464	999335	250898	2643538	178885	253785	95395	13	EAS	4505299
HG02106.mat	103871	1040110	391386	3770983	214123	431555	99037	12	AMR	6051064
HG02106.pat	95736	1142090	308658	3563268	149095	360164	117158	15	AMR	5736168
HG02282.pat	182201	1136680	435600	3835862	116604	433442	453469	7	AFR	6593857
HG02300.mat	90607	931311	245842	2507103	168046	243180	84727	13	AMR	4270815
HG02492.mat	55989	182203	162569	1532246	119243	143796	42118	1	SAS	2238163
HG02492.pat	93696	1087735	400002	2686223	173463	359271	187490	12	SAS	4987879
HG02554.mat	89592	1204509	831600	2096120	382115	357729	78846	3	AFR	5040510
HG02554.pat	174061	1087727	416922	3984397	127449	429202	112507	7	AFR	6332264
HG02559.pat	72231	435123	165969	2110263	51517	146075	15429	6	AFR	2996606
HG02587.mat	51880	465056	94894	903487	51530	168428	10339	6	AFR	1745613
HG02587.pat	91627	1219468	760418	1609720	235799	267798	79543	3	AFR	4264372
HG02615.mat	770529	1132692	1518714	1434648	108402	447319	79641	10	AFR	5491944
HG02647.mat	75294	386102	165911	1845701	43376	150100	29333	6	AFR	2695816
HG02666.mat	69230	987091	235642	2397254	184304	222230	82159	13	AFR	4177909
HG02666.pat	79366	409212	162519	1841630	43376	144680	29333	6	AFR	2710115
HG02769.mat	85491	324970	243805	2694262	75898	126559	39618	5	AFR	3590602
HG02769.pat	105833	988449	596013	1925060	401254	313215	64902	4	AFR	4394725
HG02809.pat	238182	803648	599350	1206725	24402	249650	181967	9	AFR	3303923
HG02818.mat	81415	761336	673853	1806985	401192	343197	75900	4	AFR	4143877
HG02818.pat	64104	462366	157497	2431731	48799	140502	17407	10	AFR	3322405
HG02953.mat	102825	900099	321898	2116449	143659	293106	89547	11	AFR	3967582
HG02953.pat	57008	983025	220460	2271101	181592	252761	80803	13	AFR	4046749
HG03009.mat	79451	358895	323617	2773759	260155	209710	44199	2	SAS	4049785
HG03009.pat	113081	1114873	364498	4401611	170764	353846	72834	15	SAS	6591506
HG03065.mat	122124	822531	773702	1554710	287420	273216	58101	4	AFR	3891803
HG03371.mat	822423	1117683	1674514	1084653	100272	410448	108290	10	AFR	5318282
HG03371.pat	127230	1022393	807524	3803307	856489	408458	116444	4	AFR	7141844
HG03452.mat	96774	668868	321856	2722884	105727	231918	48825	11	AFR	4196851
HG03452.pat	65146	1040108	201768	1866129	78610	223941	84183	13	AFR	3559884
HG03456.mat	94684	1271138	746900	1058262	97608	209012	59542	3	AFR	3537145
HG03456.pat	106895	1240008	339097	3671092	173514	345440	86729	7	AFR	5962774
HG03520.pat	95690	1016851	728180	1609731	308975	264336	287593	3	AFR	4311355
HG03683.mat	90621	1040102	325571	3168453	116568	243680	80899	15	SAS	5065893
HG03683.pat	82461	914982	217006	3213410	187010	313694	92830	13	SAS	5021392
HG03710.mat	79455	1063268	327253	3111438	84047	349491	133346	15	SAS	5148297
HG03732.mat	79409	1006078	240710	2401377	162620	246138	115420	13	SAS	4251751
HG03732.pat	87560	1006192	386729	3221392	94881	302179	86711	15	SAS	5185643
HG03807.mat	88615	928548	317012	2920271	189703	327968	66495	12	SAS	4838611
HG03807.pat	94734	1019723	345861	3671110	151800	282184	75846	15	SAS	5641257
HG03927.mat	82500	1019727	310118	3026142	208698	377716	104386	12	SAS	5129286
HG04036.mat	74360	1006137	315379	3058550	70507	344578	135235	15	SAS	5004745
HG04036.pat	66166	153636	160883	1593298	94859	176799	41767	1	SAS	2287407
HG04217.mat	104915	1132579	396650	3469678	189750	395351	113289	12	SAS	5802211
HG04217.pat	62105	973493	223910	2299722	67774	350146	167171	13	SAS	4144320
NA12329.mat	75378	885109	289933	2901907	208673	342991	87517	12	EUR	4791507
NA12329.pat	92625	995321	347640	3331337	111146	307310	76030	15	EUR	5261408
NA18534.mat	84536	648512	223673	2730937	203272	287625	89963	15	EAS	4268517
NA18534.pat	114065	954438	321939	3296729	233148	292394	64782	12	EAS	5277494
NA18939.mat	92699	969471	296561	2486896	197837	304439	66063	12	EAS	4413965
NA18939.pat	62113	414631	220312	3650688	94888	296597	75835	15	EAS	4815063
NA18989.mat	86521	1167882	267856	2743259	151795	394837	152006	13	EAS	4964155
NA18989.pat	37676	401119	167708	1064240	138212	172641	88073	2	EAS	2069668
NA19036.mat	105967	1076834	354207	2863304	173482	312333	87246	11	AFR	4973372
NA19036.pat	76344	515310	186423	1674769	132799	178885	89101	2	AFR	2853630
NA19129.mat	88611	940904	354138	2562022	154522	294653	83269	11	AFR	4478118
NA19129.pat	50892	989831	234005	2468455	181587	250721	80416	13	AFR	4255906
NA19238.mat	79408	821277	296473	1680889	151771	244969	381535	11	AFR	3656321
NA19238.pat	66109	588668	438610	2254695	105735	246056	22380	8	AFR	3722252
NA19239.mat	58989	573744	436927	2262831	116581	224539	21708	8	AFR	3695318
NA19239.pat	131352	1193780	396487	5152836	216879	340294	77544	11	AFR	7509171
NA19317.mat	74275	599572	506194	3829556	168119	374955	44612	8	AFR	5597282
NA19317.pat	118064	961189	770337	2472490	466248	358291	74375	4	AFR	5220993
NA19331.mat	73273	765391	645079	1798889	363150	323474	79974	4	AFR	4049229
NA19331.pat	213756	836281	555310	1007337	16270	203277	146851	9	AFR	2979081
NA19347.mat	33591	622771	237237	2230260	284535	180454	106962	2	AFR	3695809
NA19347.pat	92606	719182	623077	1546519	284686	293802	945681	4	AFR	4505552
NA19384.mat	43762	534333	318408	1459153	127414	136827	62212	4	AFR	2682108
NA19434.mat	97689	1023779	352460	3614172	170773	286318	149963	7	AFR	5695153
NA19434.pat	70244	1038751	291696	3154304	224997	258434	106510	13	AFR	5144935
NA19650.mat	113035	993901	343967	2873555	233063	282513	78351	12	AMR	4918384
NA19650.pat	96766	1084980	345809	2596621	173441	305145	78358	12	AMR	4681119
NA19705.mat	98761	1214340	333834	2639464	170766	244658	83582	11	AFR	4785404
NA19705.pat	112995	1584055	515451	4283695	173454	450016	133820	7	AFR	7253485
NA19836.mat	99668	833418	423782	2220159	73256	207373	69303	8	AFR	3926958
NA19836.pat	96683	1192081	1093884	2861354	263025	330310	130655	4	AFR	5967991
NA19983.mat	38679	197169	91457	1737839	29814	41584	10680	5	AFR	2147221
NA19983.pat	64140	1042818	208526	2254872	151782	227139	299434	13	AFR	4248710
NA20355.mat	88602	942219	347364	2464297	127393	316022	116712	11	AFR	4402608
NA20355.pat	49850	299151	76204	765150	32530	36834	1700	6	AFR	1261418
NA20509.pat	62153	1031975	305251	3207195	205967	414421	85271	12	EUR	5312232
NA20847.mat	70272	667552	266100	2712638	227654	259342	43263	12	SAS	4246820
NA21487.pat	48865	505794	189846	1493634	230360	170120	1041480	2	AFR	3680098
