Haplotype	4-mer	6-mer	8-mer	10-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
HG02004.pat	484449	739644	1400848	146029	236052	33333	2	AMR	3040354
HG02011.mat	1260344	229263	1877118	144396	102163	6346	9	AFR	3619629
HG02011.pat	786014	731745	2637450	288704	179501	83932	1	AFR	4707345
HG02018.mat	587019	880214	2304463	181649	263142	56654	2	EAS	4273140
HG02018.pat	354027	595177	1887404	147733	195040	46937	2	EAS	3226317
HG02055.pat	1305032	555320	1936150	191903	84035	32681	7	AFR	4105120
HG02059.mat	1558510	227251	1379065	88304	55534	15306	4	EAS	3323969
HG02059.pat	1166759	258880	1734737	132443	88142	1864	3	EAS	3382824
HG02071.mat	634419	832404	1737901	152808	290434	40842	2	EAS	3688807
HG02071.pat	629061	912873	2027278	185087	248292	11587	2	EAS	4014177
HG02080.mat	1288666	200760	1199691	101889	41110	25638	4	EAS	2857753
HG02106.mat	415578	440024	1661763	163043	222889	39246	2	AMR	2942542
HG02106.pat	569920	788675	2114258	198667	301976	24694	2	AMR	3998189
HG02109.mat	1034978	256771	797516	81517	42943	15812	6	AFR	2229536
HG02145.pat	1058436	470775	1885842	149413	124837	24101	9	AFR	3713403
HG02257.pat	585307	437368	656342	27186	34322	1188	5	AFR	1741712
HG02282.mat	775000	160004	878763	81490	45669	3053	3	AFR	1943978
HG02282.pat	558452	805842	1817972	161270	267978	46215	2	AFR	3657728
HG02293.mat	710242	595046	1793443	151136	155196	29563	2	AMR	3434625
HG02293.pat	550877	760141	1894087	166415	214509	40780	2	AMR	3626808
HG02300.mat	593680	815125	2233802	208863	285698	39936	2	AMR	4177103
HG02300.pat	412367	646051	1834385	178280	251353	38079	2	AMR	3360514
HG02486.pat	1244228	191592	1767251	95090	55857	31835	3	AFR	3385852
HG02492.mat	644732	875244	2307224	195224	362753	32491	2	SAS	4417667
HG02492.pat	902147	1292758	2106073	198659	285120	38575	2	SAS	4823331
HG02554.mat	1310563	340395	1510843	130736	86332	15532	9	AFR	3394400
HG02554.pat	982869	371845	1293479	135858	83852	10707	8	AFR	2878609
HG02587.mat	563169	776352	2235173	161303	259171	40119	2	AFR	4035286
HG02587.pat	478958	642827	1153483	173191	219407	47768	2	AFR	2715633
HG02615.pat	506369	301682	889867	112100	77888	20669	7	AFR	1908574
HG02647.mat	1608148	282296	1385668	115474	39740	1699	4	AFR	3433024
HG02647.pat	611061	431102	1058328	118879	73467	27863	7	AFR	2320699
HG02666.mat	545515	722287	1400787	171483	220802	33329	2	AFR	3094202
HG02666.pat	1149900	276147	907563	127358	41929	21802	6	AFR	2524698
HG02717.mat	977460	362693	1260859	135858	82141	10715	8	AFR	2829725
HG02769.mat	538091	813063	1347827	176659	166269	14968	2	AFR	3056876
HG02809.mat	1230970	325116	1489123	118865	98870	11855	9	AFR	3274798
HG02809.pat	744636	1197233	2055759	161302	261993	32667	2	AFR	4453589
HG02818.mat	537336	728484	1938988	149408	244586	42420	2	AFR	3641221
HG02818.pat	567941	775380	1861489	174905	259676	37400	2	AFR	3676790
HG02886.mat	832788	163080	1011854	93368	50768	7810	3	AFR	2159667
HG02953.mat	796079	420041	686273	35696	33973	3562	5	AFR	1975623
HG02953.pat	875546	973638	1468740	157893	218449	51422	2	AFR	3745687
HG03009.mat	393446	562427	1341086	106982	115494	19830	2	SAS	2539264
HG03009.pat	650828	816009	1481033	169759	235149	37727	2	SAS	3390504
HG03065.mat	618615	529148	557165	23773	29218	1188	5	AFR	1759106
HG03065.pat	613878	440427	718775	44172	52965	11728	5	AFR	1881944
HG03248.mat	661749	996507	2180845	200346	374628	53472	2	AFR	4467546
HG03248.pat	1341448	286338	1981850	125665	56204	3053	3	AFR	3794557
HG03371.mat	952252	243570	1369443	168194	92493	22100	7	AFR	2848051
HG03371.pat	1298970	326139	1542129	125660	79896	7108	9	AFR	3379901
HG03452.mat	1047225	249655	773082	84920	33612	21929	6	AFR	2210422
HG03452.pat	1080554	209868	840997	112095	46345	22269	6	AFR	2312127
HG03453.pat	820692	202821	1669518	147732	75743	3053	3	AFR	2919558
HG03456.mat	518507	335375	889981	154554	92703	15193	6	AFR	2006312
HG03456.pat	537340	731406	1471483	125612	164386	54493	2	AFR	3084719
HG03492.mat	1221403	218077	1145352	125661	29222	26178	4	SAS	2765892
HG03520.mat	1306776	253781	1958781	123959	71834	4224	3	AFR	3719354
HG03520.pat	1501832	200717	1644846	117173	52651	21651	3	AFR	3538869
HG03540.mat	959805	351497	1233659	137554	79079	10707	8	AFR	2772300
HG03540.pat	895237	991951	1453786	146008	216402	58697	2	AFR	3762080
HG03579.mat	995827	377979	1311104	117201	82816	10707	8	AFR	2895633
HG03683.mat	561802	729430	1561235	146024	297523	4903	2	SAS	3300916
HG03683.pat	519039	712170	1936246	193560	275736	41338	2	SAS	3678088
HG03710.mat	943030	187533	1426253	115463	72178	13584	3	SAS	2758040
HG03710.pat	550991	776382	1733757	142591	224789	38591	2	SAS	3467100
HG03732.mat	683520	1080125	2472991	178288	380546	17795	2	SAS	4813264
HG03732.pat	542113	814091	2638796	181697	299914	31760	2	SAS	4508370
HG03807.mat	377679	507266	1175306	142634	191405	51609	2	SAS	2445898
HG03807.pat	133865	335233	1426848	127348	224095	48388	2	SAS	2295776
HG03927.mat	1034166	209951	1673529	139240	80153	15565	3	SAS	3152603
HG04036.mat	379151	617473	1630462	164708	241510	40103	2	SAS	3073406
HG04036.pat	1080782	186515	1071969	112075	46377	31618	4	SAS	2529335
HG04217.mat	542153	752931	1762346	144303	262207	39261	2	SAS	3503200
HG04217.pat	542850	768273	1799021	156182	255596	32996	2	SAS	3554917
HG04228.mat	618817	863928	1661701	168070	207443	28886	2	SAS	3548844
HG04228.pat	641366	930163	984955	166380	220391	26922	2	SAS	2970176
NA12329.mat	692851	166138	1228007	91690	63177	9519	3	EUR	2251381
NA12329.pat	588385	833390	1388615	202040	366479	52469	2	EUR	3431377
NA18534.mat	1120138	190575	997272	62839	32953	26177	4	EAS	2429953
NA18534.pat	535389	832389	1728310	154488	296151	64594	2	EAS	3611320
NA18906.pat	997113	377948	1293429	134134	83670	10707	8	AFR	2897000
NA18939.mat	543431	748931	1904979	193561	267333	45347	2	EAS	3703581
NA18939.pat	1235298	239494	2044396	134161	87630	8472	3	EAS	3749450
NA18989.mat	1208100	252738	1907173	125672	84408	8811	3	EAS	3586901
NA18989.pat	613459	888481	2157676	154502	236560	44498	2	EAS	4095175
NA19036.mat	656634	275137	876316	50962	50933	9136	9	AFR	1919117
NA19129.mat	1400604	243563	2028011	122268	71165	2883	3	AFR	3868493
NA19129.pat	1225848	271036	1746877	103598	58414	3053	3	AFR	3408825
NA19238.mat	1614135	802115	2530031	217456	266700	92970	7	AFR	5523406
NA19238.pat	529843	712207	1951185	166394	284660	43875	2	AFR	3688163
NA19239.mat	962464	249692	1410181	169890	88087	24129	7	AFR	2904442
NA19239.pat	1191582	635813	1852001	129091	79776	15145	8	AFR	3903407
NA19317.mat	579207	510788	538142	25472	29898	1188	5	AFR	1684694
NA19317.pat	262269	431955	1126391	118838	101944	1696	6	AFR	2043092
NA19331.mat	991349	213000	1710215	96785	53154	18341	3	AFR	3082843
NA19331.pat	538893	772422	1612718	179973	217741	58679	2	AFR	3380425
NA19347.mat	987890	201797	1238664	57724	73859	17808	3	AFR	2577741
NA19347.pat	275180	454363	1175311	122243	87050	1696	6	AFR	2115842
NA19384.mat	1654603	473995	1519987	103599	75559	10611	6	AFR	3838353
NA19384.pat	574068	827305	1836911	166373	259981	132505	2	AFR	3797142
NA19434.mat	570347	450622	665851	33981	32958	1822	5	AFR	1755580
NA19434.pat	464809	736706	1646806	198735	174117	25379	2	AFR	3246551
NA19650.mat	1425344	240489	1456484	159654	42120	20738	4	AMR	3344828
NA19705.mat	486694	338378	854574	86610	55842	25454	7	AFR	1847551
NA19705.pat	565838	758022	1881872	168105	294849	39423	2	AFR	3708108
NA19836.mat	531270	817201	1603319	164689	295534	28616	2	AFR	3440628
NA19836.pat	797359	324954	1060021	76399	69891	13902	9	AFR	2342525
NA19983.mat	1534171	227256	1403449	120582	35672	231354	4	AFR	3552483
NA19983.pat	2894347	345417	3353407	154511	98530	23782	3	AFR	6869993
NA20129.mat	519030	721341	1304352	118827	159284	40604	2	AFR	2863437
NA20355.mat	636278	613470	861271	79752	52567	32455	9	AFR	2275792
NA20355.pat	591044	907892	1860182	174884	319597	25053	2	AFR	3878651
NA20509.mat	263600	464681	1364188	174872	227738	34027	2	EUR	2529105
NA20509.pat	1110300	225237	1672161	140935	72512	14202	3	EUR	3235346
NA20847.mat	569342	809954	1809907	169761	227706	34325	2	SAS	3620994
NA20847.pat	614576	133519	577438	56048	29541	28556	4	SAS	1439677
NA21487.mat	1642031	812278	2550433	232711	294531	99110	7	AFR	5631093
NA21487.pat	664120	272000	880756	79788	69959	207066	9	AFR	2173688
