Haplotype	4-mer	6-mer	8-mer	10-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
HG02492.pat	133111	1744677	643087	62779	70231	301196	1	SAS	2955080
HG02554.mat	95671	1063664	393415	39018	18151	222071	2	AFR	1831989
HG02554.pat	139822	1136066	569836	61079	43075	315483	1	AFR	2265360
HG02572.mat	6115	16274	1842233	225637	82215	89574	2	AFR	2262047
HG02587.mat	177981	1653733	998465	27146	33771	289179	3	AFR	3180274
HG02615.mat	89606	837900	469396	37319	26970	203158	2	AFR	1664348
HG02615.pat	72697	908244	580623	32215	13569	215277	5	AFR	1822624
HG02622.pat	108615	1028734	443576	18672	4246	334141	3	AFR	1937983
HG02647.mat	96487	839815	774674	145846	54093	279853	2	AFR	2190767
HG02666.mat	106622	1265233	463945	47503	34105	241759	2	AFR	2159166
HG02666.pat	100504	1361899	428697	42411	36637	241794	2	AFR	2211941
HG02717.mat	122236	1304517	789596	50887	23239	175349	3	AFR	2465823
HG02769.mat	129710	1273995	815362	49196	18997	182141	3	AFR	2469400
HG02769.pat	125692	1126317	819374	27143	20362	311801	3	AFR	2430688
HG02809.mat	64569	673522	1023174	232479	96992	97918	8	AFR	2188653
HG02809.pat	95135	677581	993631	247767	118415	108010	9	AFR	2240538
HG02818.mat	84911	843851	425985	44108	39863	218051	2	AFR	1656768
HG02818.pat	44189	59053	1973849	173002	24416	44412	7	AFR	2318920
HG02886.mat	74736	1000231	986316	66162	39514	228845	3	AFR	2395803
HG02953.mat	93825	629650	1149334	302005	111101	229727	8	AFR	2515641
HG02953.pat	127617	959122	390730	44113	31544	281159	2	AFR	1834284
HG03009.mat	153438	1117756	682441	57690	51565	323940	1	SAS	2386829
HG03009.pat	177971	1276978	1337607	55970	32567	195906	5	SAS	3076998
HG03065.mat	89709	495194	1047493	142490	25957	78061	9	AFR	1878903
HG03065.pat	52320	863989	1494295	285061	98237	140204	9	AFR	2934105
HG03098.mat	96506	676564	948861	278296	106548	101627	9	AFR	2208401
HG03098.pat	101842	1222273	617358	57690	21366	276144	3	AFR	2296672
HG03248.mat	113414	1090719	774671	59372	18320	174699	3	AFR	2231194
HG03248.pat	91694	1254074	428698	44108	37487	182396	2	AFR	2038456
HG03371.mat	34652	42748	2069096	94976	46479	93165	7	AFR	2381115
HG03371.pat	88966	1201103	352720	32238	41211	191650	2	AFR	1907887
HG03452.mat	103909	1028065	423279	49202	33581	194365	2	AFR	1832400
HG03452.pat	112716	878721	571148	50885	23744	226492	2	AFR	1863705
HG03456.mat	101257	670436	999084	246058	106212	102438	9	AFR	2225484
HG03456.pat	69995	2172058	1324898	117120	12574	205952	3	AFR	3902596
HG03486.mat	97178	659239	978717	261339	106881	89683	9	AFR	2193036
HG03486.pat	106648	765618	493840	42419	27481	205203	2	AFR	1641208
HG03492.mat	10868	14275	3365863	44101	24427	22037	7	SAS	3481570
HG03516.mat	99828	950716	417854	39027	31887	169430	2	AFR	1708741
HG03516.pat	55720	745803	1227048	230770	79399	127548	9	AFR	2466287
HG03520.mat	37378	1251189	1894377	237609	170928	180909	9	AFR	3772389
HG03520.pat	109353	1275456	470756	16971	14590	210430	2	AFR	2097555
HG03540.mat	107317	1276041	842448	42426	11529	238408	3	AFR	2518168
HG03540.pat	105261	822676	512818	47506	26627	182323	2	AFR	1697210
HG03579.mat	112750	1295472	1029652	64456	44271	243846	5	AFR	2790446
HG03683.mat	158924	1347857	761132	72951	53089	350699	1	SAS	2744651
HG03683.pat	129036	1348733	639053	52594	70383	292006	1	SAS	2531804
HG03732.mat	90421	571514	871206	296949	108899	149487	8	SAS	2088475
HG03732.pat	194266	1702037	876519	76342	64274	245222	1	SAS	3158659
HG03807.mat	163700	1655046	795040	96712	81922	261175	1	SAS	3053594
HG03807.pat	162311	1350919	675662	72961	54614	266231	1	SAS	2582697
HG03927.mat	131763	1523732	637620	71255	52419	256386	1	SAS	2673174
HG03927.pat	157688	901702	1537735	298617	161164	71769	9	SAS	3128674
HG04036.mat	132420	1538148	634958	67870	65125	218766	1	SAS	2657286
HG04036.pat	78183	445243	757174	229046	108374	195504	8	SAS	1813523
HG04217.mat	131700	1459659	416525	28841	26120	233010	1	SAS	2295854
HG04217.pat	131095	988409	668892	76359	73441	232766	1	SAS	2170961
HG04228.mat	145368	1147147	725886	88235	66996	246627	1	SAS	2420258
NA18534.mat	112069	1294670	541313	50908	78874	183522	1	EAS	2261355
NA18534.pat	169045	1851447	636297	45810	48678	235721	1	EAS	2986997
NA18906.mat	111400	1298858	485674	15273	14590	209640	2	AFR	2135434
NA18939.mat	148062	1330435	662090	57689	42234	320541	1	EAS	2561050
NA18939.pat	158280	1407513	1241335	72944	41885	229010	5	EAS	3150966
NA18989.mat	101896	1325987	1021567	91615	56300	271094	4	EAS	2868458
NA18989.pat	197803	803831	1163012	451294	239509	106387	9	EAS	2961835
NA19036.mat	144639	1231963	569824	39019	37305	322262	2	AFR	2345011
NA19036.pat	75465	689674	807379	229024	35961	74956	9	AFR	1912458
NA19129.mat	106727	58035	2269863	154337	32557	49328	7	AFR	2670846
NA19129.pat	101860	1004908	506039	30539	35273	201797	2	AFR	1880415
NA19238.mat	97128	1003674	398831	40722	48846	186509	2	AFR	1775709
NA19238.pat	160232	824801	648458	37326	25614	210969	2	AFR	1907399
NA19239.mat	87671	661284	1005910	261360	75329	97695	9	AFR	2189248
NA19239.pat	67287	823257	1148212	359810	104164	109617	9	AFR	2612346
NA19317.mat	77486	1017882	1449735	393696	144540	68636	9	AFR	3151974
NA19317.pat	99172	1095788	957696	108569	33920	268379	3	AFR	2563523
NA19331.mat	236968	1350577	644519	69585	9339	792613	3	AFR	3103600
NA19331.pat	121606	893765	675643	44106	37137	252040	2	AFR	2024296
NA19347.mat	151333	992777	369031	35635	37311	295977	2	AFR	1882063
NA19347.pat	93138	772278	1187308	329171	172852	245183	8	AFR	2799929
NA19384.mat	15625	31561	1550876	30520	28507	22772	2	AFR	1679860
NA19384.pat	55057	711173	1121265	188381	88737	148859	9	AFR	2313471
NA19434.mat	114787	1307022	497904	16971	12215	222536	2	AFR	2171434
NA19434.pat	113438	762490	557585	50890	46469	314008	2	AFR	1844879
NA19650.mat	91776	676516	997405	344497	127928	188485	8	AMR	2426606
NA19650.pat	116828	1866357	709479	49206	32730	203892	5	AMR	2978491
NA19705.mat	65928	802869	1074936	290199	105190	112058	9	AFR	2451179
NA19705.pat	120217	1438322	514178	39018	34262	202408	2	AFR	2348404
NA19836.mat	131089	1768882	648473	67862	43424	264487	1	AFR	2924216
NA19836.pat	135830	1502539	658011	71259	69535	250315	1	AFR	2687488
NA19983.mat	72679	1045922	568461	33919	18998	156888	3	AFR	1896866
NA19983.pat	65249	675533	947360	224024	90954	109336	9	AFR	2112455
NA20129.mat	112077	1752374	724400	50898	25780	204438	5	AFR	2869966
NA20355.mat	99846	966465	752938	42419	16960	188387	5	AFR	2067014
NA20355.pat	93058	747310	474847	35630	33240	226398	2	AFR	1610482
NA20509.mat	2040	15273	2107049	59351	27300	27843	6	EUR	2238855
NA20509.pat	112061	1061687	573907	49202	47825	197403	1	EUR	2042084
NA20847.mat	93815	717297	1146685	325802	133487	186464	8	SAS	2603549
NA20847.pat	131007	1011812	548129	57690	45461	220114	1	SAS	2014212
NA21309.mat	91774	631685	1008267	322378	118551	165379	8	AFR	2338033
NA21309.pat	114843	509485	898656	167973	93298	107070	9	AFR	1891324
NA21487.mat	97057	767572	396141	39020	28159	240251	2	AFR	1568199
NA21487.pat	90416	77380	2740709	242527	35270	59421	7	AFR	3245722
