Haplotype	5-mer	7-mer	11-mer	15-mer	19-mer	Other HOR	Non HOR	Cluster	Population	Contig_len
HG01352.mat	22972	16659	628317	73950	83985	28388	30862	10	AMR	885132
HG01352.pat	44244	61848	1112382	168284	106590	8662	30862	10	AMR	1532871
HG01358.mat	14460	14284	473109	58651	16148	15645	30866	10	AMR	623162
HG01358.pat	134447	329759	1995200	772602	109821	550918	30271	1	AMR	3923017
HG01361.mat	15315	13083	635664	94331	19373	19032	38464	10	AMR	835261
HG01457.mat	38293	24986	1177906	160634	64598	10371	36773	10	AMR	1513560
HG01457.pat	37442	19032	1067593	145332	58139	8159	32047	10	AMR	1367743
HG01505.mat	86783	35686	1536767	295745	87205	28897	38817	10	EUR	2109899
HG01505.pat	45100	20231	1301167	191249	100128	16150	25445	10	EUR	1699469
HG01573.mat	71459	21417	1387259	201425	142111	13598	38106	10	AMR	1875374
HG01573.pat	44246	22605	1121708	165739	58137	15462	33063	10	AMR	1460959
HG01596.mat	22974	26171	977788	206500	61365	19379	37272	10	EAS	1351448
HG01890.mat	68931	29743	1607976	283038	48447	41146	21429	10	AFR	2100709
HG01890.pat	368442	108343	1425020	163197	100133	242102	75891	4	AFR	2483127
HG01928.mat	57005	23797	1235830	188667	87207	12066	42174	10	AMR	1646745
HG01928.pat	29783	28557	846933	107090	38754	24136	30862	10	AMR	1106114
HG01952.mat	37441	29752	1026384	203962	54912	16146	23857	10	AMR	1392453
HG01978.pat	47654	28562	1069426	239649	61371	15128	21468	10	AMR	1483257
HG02004.pat	51058	20225	998361	191232	54907	35024	29683	10	AMR	1380489
HG02011.pat	52750	82083	1077021	553316	113097	105886	96457	8	AFR	2080609
HG02018.mat	45101	24980	1138465	196329	54908	19212	22137	10	EAS	1501131
HG02055.mat	57865	190483	1067581	560939	96892	262769	33663	2	AFR	2270191
HG02055.pat	22104	77285	1875222	127478	9690	52684	35746	5	AFR	2200208
HG02059.mat	68928	16659	1104945	254983	77516	31624	39495	10	EAS	1594149
HG02059.pat	45947	17851	929216	175936	54909	3569	30866	10	EAS	1258293
HG02071.mat	120831	266607	1626579	928089	119496	280773	43818	1	EAS	3386192
HG02071.pat	17866	22612	602113	53546	64600	30597	40324	10	EAS	831657
HG02106.mat	36590	21420	1187269	152983	64599	7479	41842	10	AMR	1512181
HG02106.pat	22120	16662	546025	79050	54911	26688	30862	10	AMR	776317
HG02145.pat	17003	82036	1456489	107086	6461	49279	29190	5	AFR	1747543
HG02148.pat	74015	23792	1432174	196325	167954	16155	35593	10	AMR	1946007
HG02257.mat	200809	63056	2330219	219296	80756	137109	31265	8	AFR	3062509
HG02257.pat	26341	34468	951630	99437	19380	44706	62081	5	AFR	1238042
HG02282.mat	24640	38039	1024528	107089	19380	49800	58394	5	AFR	1321869
HG02282.pat	46807	24979	1099282	178486	51678	21593	26980	10	AFR	1449804
HG02293.mat	57014	23795	1103052	242214	51676	52197	36610	10	AMR	1566557
HG02293.pat	29781	33316	1011436	234536	58133	8159	20534	10	AMR	1395894
HG02300.mat	57014	24984	1078780	226925	45217	57469	32557	10	AMR	1522945
HG02300.pat	48504	32135	1127389	232005	61370	21761	24954	10	AMR	1548117
HG02486.pat	72335	29747	1538647	295792	45219	42668	23052	10	AFR	2047459
HG02492.mat	22973	13089	912368	163183	32298	21589	28668	10	SAS	1194167
HG02554.mat	85946	41666	1627276	249905	51685	69027	33841	9	AFR	2159345
HG02554.pat	110610	44053	607853	45896	25840	85497	73055	4	AFR	992803
HG02587.mat	50992	152171	2248841	530359	19379	142947	72212	5	AFR	3216900
HG02587.pat	59564	178577	916112	316167	16149	150274	37588	2	AFR	1674430
HG02615.mat	77435	35704	1374765	196374	41992	53559	41101	9	AFR	1820929
HG02615.pat	120831	235733	1823258	828672	38754	441647	43090	2	AFR	3531984
HG02630.mat	137844	251154	1706877	963812	129188	326191	31793	2	AFR	3546858
HG02647.mat	174440	70253	1069775	76507	51678	158932	74903	4	AFR	1676487
HG02647.pat	165932	69062	1008049	71409	54909	158425	78434	4	AFR	1606219
HG02666.mat	443334	111915	1557773	198899	122743	245669	73696	4	AFR	2754028
HG02666.pat	25487	46391	908653	96889	25836	54225	71787	5	AFR	1229267
HG02723.mat	122524	99956	1125456	729247	96887	218613	31796	2	AFR	2424478
HG02769.mat	65521	30948	1384076	173424	38761	51855	41109	9	AFR	1785693
HG02769.pat	70633	23786	1546121	300872	54909	28896	29803	10	AFR	2055019
HG02809.mat	86792	51199	2052215	290707	42008	80912	33230	9	AFR	2637062
HG02809.pat	91901	40470	1632884	344278	58155	73450	39800	9	AFR	2280937
HG02818.mat	112313	45243	602239	43346	25840	83117	67212	4	AFR	979309
HG02818.pat	114876	345168	1791289	841403	100123	351203	43866	1	AFR	3587927
HG02886.mat	69781	208266	1176404	316194	25837	256220	40610	6	AFR	2093311
HG02953.pat	69768	194027	1304954	362080	54907	258202	38439	2	AFR	2282376
HG03009.mat	11053	16660	1649323	43351	0	33980	24201	7	SAS	1778567
HG03009.pat	1700	826956	942076	43337	3228	7640	14930	8	SAS	1839866
HG03065.mat	34884	214211	1009967	188701	6460	222720	35238	6	AFR	1712180
HG03065.pat	131888	54778	617203	66298	35529	88058	96958	4	AFR	1090711
HG03098.mat	69779	229738	1451189	474272	61367	488003	20998	2	AFR	2795345
HG03248.mat	54458	21415	581491	221845	106576	48461	13524	10	AFR	1047769
HG03248.pat	220386	89270	809875	51008	3234	95929	114555	3	AFR	1384256
HG03371.mat	61182	123611	1347975	181028	19376	128668	27043	5	AFR	1888882
HG03371.pat	116577	42871	544261	56096	32298	104536	84436	4	AFR	981074
HG03452.mat	65513	29745	931454	341741	83993	91128	40778	9	AFR	1584351
HG03452.pat	421212	115492	1527861	196343	125973	219995	85875	4	AFR	2692750
HG03456.mat	213584	72611	787410	38255	6467	79599	91941	3	AFR	1289866
HG03456.pat	66365	180963	983452	334033	41982	201244	32852	2	AFR	1840890
HG03486.pat	117423	64293	604117	63743	48447	112531	120245	4	AFR	1130798
HG03492.pat	22122	16659	579691	73950	51681	26178	32709	10	SAS	802989
HG03516.pat	72334	35684	1961016	405406	83974	29413	22656	10	AFR	2610482
HG03520.pat	67216	186888	1284351	385033	58136	227602	39620	2	AFR	2248845
HG03540.mat	153151	41673	645245	58644	32299	148388	78523	4	AFR	1157922
HG03540.pat	1701	49935	814654	152929	16155	71867	19763	8	AFR	1127003
HG03683.pat	849	138023	295349	17845	0	0	13851	8	SAS	465916
HG03710.mat	34891	22610	1198437	203976	125963	28729	37285	10	SAS	1651890
HG03732.mat	40843	29742	1149839	198885	109815	18349	39366	10	SAS	1586838
HG03807.pat	32337	21415	1222552	262615	135660	27368	33058	10	SAS	1735004
HG04217.mat	33187	26185	1157132	173384	19371	29055	38461	10	SAS	1476774
HG04228.pat	27225	17849	1104968	165723	77520	20054	30861	10	SAS	1444199
NA12329.mat	0	55939	1288227	135106	9685	13261	44988	8	EUR	1547205
NA18534.mat	51055	39257	1465729	244765	138885	31260	53114	10	EAS	2024064
NA18534.pat	114873	413055	2025202	683333	80744	497004	63111	1	EAS	3877321
NA18906.pat	20424	3570	272936	328895	25828	5951	39766	2	AFR	697369
NA18939.mat	37443	17846	1424479	224375	38753	35680	41946	10	EAS	1820521
NA18939.pat	849	805606	919650	40789	0	10193	13860	8	EAS	1790946
NA18989.mat	54461	21415	987132	219285	45217	43010	32557	10	EAS	1403076
NA18989.pat	39986	21422	974060	173373	71053	13937	38465	10	EAS	1332295
NA19036.mat	33185	77345	1441610	443670	83989	171141	50884	8	AFR	2301823
NA19036.pat	74027	65439	717832	104537	0	49127	38443	8	AFR	1049404
NA19129.mat	308039	86889	1058576	51005	3234	148146	113371	3	AFR	1769259
NA19129.pat	25490	38033	1275025	114737	19380	47764	466484	5	AFR	1986912
NA19238.mat	11902	11898	983598	33147	0	18190	39374	7	AFR	1098108
NA19238.pat	51846	89148	1388900	239690	12920	117619	60670	5	AFR	1960792
NA19239.mat	22099	73716	1871484	122377	9690	46397	34765	5	AFR	2180527
NA19317.mat	329317	60709	1157798	20401	3230	105464	43327	3	AFR	1720245
NA19317.pat	13605	10716	1468081	35701	3230	49301	232159	7	AFR	1812792
NA19331.mat	202512	59523	766854	35705	3234	89123	117109	3	AFR	1274059
NA19331.pat	250176	53564	1004394	22952	9690	87932	124183	3	AFR	1552890
NA19347.mat	55309	70221	570213	362055	19379	15304	35393	2	AFR	1127873
NA19347.pat	17871	3570	235548	270266	16138	5951	44835	2	AFR	594178
NA19384.pat	268896	53561	1039931	22952	9690	85550	126379	3	AFR	1606958
NA19434.mat	55311	178524	983716	346783	16150	255169	43163	6	AFR	1878815
NA19650.pat	34880	17851	1306885	160637	67826	25841	30862	10	AMR	1644781
NA19705.mat	222940	36877	1804671	262639	64599	107399	32781	8	AFR	2531905
NA19705.pat	387164	110735	1516649	158100	87210	238010	1061900	4	AFR	3559767
NA19836.mat	29771	21418	1106827	163177	51678	20909	30858	10	AFR	1424637
NA19836.pat	6804	4760	1151929	30601	0	13763	11706	7	AFR	1219562
NA19983.mat	62967	190422	1101530	349328	9684	244968	43162	6	AFR	2002060
NA19983.pat	40842	211837	1060453	265206	9690	249221	38054	6	AFR	1875302
NA20129.pat	71469	175000	1003988	425816	38758	182035	27245	2	AFR	1924310
NA20355.mat	62967	27365	1032449	313691	77530	95888	40772	9	AFR	1650661
NA20355.pat	399931	119068	1531616	165750	109820	217619	91757	4	AFR	2635560
NA20509.mat	43400	27367	1246987	211626	142112	29064	490126	10	EUR	2190681
NA20509.pat	39992	26166	1073121	229482	67823	21417	27377	10	EUR	1485377
NA20847.mat	13609	14281	501155	58651	12918	15645	30864	10	SAS	647122
NA20847.pat	38289	22610	1202046	188665	38750	36871	35263	10	SAS	1562493
NA21309.mat	25490	28524	1097434	94340	22610	47594	55528	5	AFR	1371519
NA21309.pat	102108	44036	1649765	349368	80769	105401	40773	9	AFR	2372219
NA21487.mat	32290	84425	1607738	155521	6460	100628	87673	5	AFR	2074734
NA21487.pat	6799	38059	796439	40799	6459	19544	51704	5	AFR	959802
